Money Line,,Run Line,,Total,,1st Half (5 Inn.),,2nd Half,,,,
26-Apr,3:00pm,PIT-152,COL+142,COL-125,PIT+105,10 -105,10 -115,PIT-160,COL+140,PIT-150,COL+130,0299.csv
26-Apr,3:00pm,PIT-152,COL+142,COL-125,PIT+105,10 -105,10 -115,PIT-165,COL+145,PIT-150,COL+130,0299.csv
26-Apr,3:25pm,PIT-150,COL+135,COL-120,PIT+100,10 -105,10 -115,PIT-160,COL+140,PIT-150,COL+130,0299.csv
26-Apr,3:25pm,PIT-150,COL+135,COL-120,PIT+100,10 -105,10 -115,PIT-165,COL+145,PIT-150,COL+130,0299.csv
26-Apr,3:30pm,PIT-152,COL+142,COL-120,PIT+100,10 -105,10 -115,PIT-160,COL+140,PIT-150,COL+130,0299.csv
26-Apr,3:30pm,PIT-152,COL+142,COL-120,PIT+100,10 -105,10 -115,PIT-165,COL+145,PIT-150,COL+130,0299.csv
26-Apr,3:45pm,PIT-152,COL+142,COL-125,PIT+105,10 -105,10 -115,PIT-165,COL+145,PIT-150,COL+130,0299.csv
26-Apr,3:50pm,PIT-152,COL+142,COL-120,PIT+100,10 -105,10 -115,PIT-165,COL+145,PIT-150,COL+130,0299.csv
26-Apr,4:00pm,PIT-150,COL+140,COL-120,PIT+100,10 -105,10 -115,PIT-165,COL+145,PIT-150,COL+130,0299.csv
26-Apr,4:50pm,PIT-150,COL+135,COL-120,PIT+100,10 -105,10 -115,PIT-165,COL+145,PIT-150,COL+130,0299.csv
26-Apr,5:00pm,PIT-150,COL+135,COL-120,PIT+100,10 -105,10 -115,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,5:05pm,PIT-156,COL+146,COL-120,PIT+100,10 -120,10 +100,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,5:10pm,PIT-160,COL+145,COL-120,PIT+100,10 -120,10 +100,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,5:20pm,PIT-160,COL+145,COL-120,PIT+100,10 -120,10 +100,PIT-165,COL+145,PIT-150,COL+130,0299.csv
26-Apr,5:25pm,PIT-160,COL+145,COL-120,PIT+100,10.5 -110,10.5 -110,PIT-165,COL+145,PIT-150,COL+130,0299.csv
26-Apr,5:30pm,PIT-160,COL+145,COL-120,PIT+100,10.5 -105,10.5 -115,PIT-165,COL+145,PIT-150,COL+130,0299.csv
26-Apr,5:35pm,PIT-160,COL+145,COL-120,PIT+100,10 -120,10 +100,PIT-165,COL+145,PIT-150,COL+130,0299.csv
26-Apr,5:40pm,PIT-160,COL+145,COL-115,PIT-105,10 -120,10 +100,PIT-165,COL+145,PIT-150,COL+130,0299.csv
26-Apr,5:40pm,PIT-160,COL+145,COL-115,PIT-105,10 -120,10 +100,PIT-175,COL+155,PIT-150,COL+130,0299.csv
26-Apr,5:45pm,PIT-160,COL+150,COL-115,PIT-105,10 -120,10 +100,PIT-175,COL+155,PIT-150,COL+130,0299.csv
26-Apr,5:50pm,PIT-162,COL+152,COL-115,PIT-105,10 -120,10 +100,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,5:50pm,PIT-162,COL+152,COL-115,PIT-105,10 -120,10 +100,PIT-175,COL+155,PIT-150,COL+130,0299.csv
26-Apr,6:15pm,PIT-164,COL+154,COL-115,PIT-105,10 -120,10 +100,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,6:30pm,PIT-165,COL+150,COL-115,PIT-105,10 -115,10 -105,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,6:35pm,PIT-164,COL+154,COL-115,PIT-105,10 -110,10 -110,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,6:40pm,PIT-164,COL+154,COL-115,PIT-105,10 -110,10 -110,PIT-175,COL+155,PIT-150,COL+130,0299.csv
26-Apr,7:00pm,PIT-164,COL+154,COL-115,PIT-105,10 -110,10 -110,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,7:05pm,PIT-158,COL+148,COL-115,PIT-105,10 -110,10 -110,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,7:10pm,PIT-157,COL+147,COL-115,PIT-105,10 -110,10 -110,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,7:20pm,PIT-157,COL+147,COL-115,PIT-105,10 -110,10 -110,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,7:25pm,PIT-159,COL+149,COL-115,PIT-105,10 -110,10 -110,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,7:55pm,PIT-159,COL+149,COL-115,PIT-105,10 -110,10 -110,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,8:20pm,PIT-157,COL+147,COL-115,PIT-105,10 -110,10 -110,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,8:25pm,PIT-157,COL+147,COL-110,PIT-110,10 -110,10 -110,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,8:30pm,PIT-159,COL+149,COL-110,PIT-110,10 +100,10 -120,PIT-170,COL+150,PIT-150,COL+130,0299.csv
26-Apr,8:40pm,PIT-158,COL+148,COL-115,PIT-105,9.5 +100,9.5 -120,PIT-170,COL+150,PIT-150,COL+130,0299.csv
25-Apr,1:40pm,STL-120,ARI+110,,,8 -115,8 -105,,,,,0300.csv
25-Apr,1:50pm,STL-130,ARI+120,,,8.5 -110,8.5 -110,,,,,0300.csv
25-Apr,2:05pm,STL-130,ARI+120,ARI-140,STL+120,8.5 -110,8.5 -110,,,,,0300.csv
25-Apr,2:20pm,STL-130,ARI+120,ARI-140,STL+120,9 +100,9 -120,,,,,0300.csv
25-Apr,6:30pm,STL-136,ARI+126,ARI-140,STL+120,9 +100,9 -120,,,,,0300.csv
25-Apr,6:35pm,STL-136,ARI+126,ARI-135,STL+115,9 +100,9 -120,,,,,0300.csv
25-Apr,7:15pm,STL-138,ARI+128,ARI-135,STL+115,9 +100,9 -120,,,,,0300.csv
25-Apr,8:55pm,STL-140,ARI+130,ARI-135,STL+115,9 +100,9 -120,,,,,0300.csv
25-Apr,9:05pm,STL-138,ARI+128,ARI-135,STL+115,9 +100,9 -120,,,,,0300.csv
25-Apr,10:35pm,STL-138,ARI+128,ARI-135,STL+115,8.5 -110,8.5 -110,,,,,0300.csv
25-Apr,10:55pm,STL-138,ARI+128,ARI-135,STL+115,8.5 -105,8.5 -115,,,,,0300.csv
26-Apr,12:35am,STL-145,ARI+125,ARI-135,STL+115,8.5 -105,8.5 -115,,,,,0300.csv
26-Apr,1:15am,STL-145,ARI+125,ARI-135,STL+115,8.5 -110,8.5 -110,,,,,0300.csv
26-Apr,3:30am,STL-135,ARI+125,ARI-135,STL+115,8.5 -110,8.5 -110,,,,,0300.csv
26-Apr,5:20am,STL-135,ARI+125,ARI-135,STL+115,8.5 -115,8.5 -105,,,,,0300.csv
26-Apr,7:10am,STL-135,ARI+125,ARI-135,STL+115,8.5 -115,8.5 -105,STL-140,ARI+120,,,0300.csv
26-Apr,8:05am,STL-140,ARI+130,ARI-135,STL+115,8.5 -115,8.5 -105,STL-140,ARI+120,,,0300.csv
26-Apr,8:10am,STL-135,ARI+125,ARI-135,STL+115,8.5 -115,8.5 -105,STL-140,ARI+120,,,0300.csv
26-Apr,8:20am,STL-135,ARI+125,ARI-135,STL+115,8.5 -115,8.5 -105,STL-135,ARI+115,,,0300.csv
26-Apr,9:00am,STL-135,ARI+125,ARI-140,STL+120,8.5 -115,8.5 -105,STL-135,ARI+115,,,0300.csv
26-Apr,9:15am,STL-135,ARI+125,ARI-135,STL+115,8.5 -115,8.5 -105,STL-135,ARI+115,,,0300.csv
26-Apr,9:15am,STL-135,ARI+125,ARI-135,STL+115,8.5 -115,8.5 -105,STL-135,ARI+115,STL-140,ARI+110,0300.csv
26-Apr,9:30am,STL-129,ARI+119,ARI-145,STL+125,8.5 -115,8.5 -105,STL-135,ARI+115,STL-140,ARI+110,0300.csv
26-Apr,9:35am,STL-129,ARI+119,ARI-145,STL+125,8.5 -115,8.5 -105,STL-135,ARI+115,STL-140,ARI+110,0300.csv
26-Apr,9:45am,STL-130,ARI+120,ARI-145,STL+125,8.5 -115,8.5 -105,STL-135,ARI+115,STL-140,ARI+110,0300.csv
26-Apr,9:50am,STL-130,ARI+120,ARI-145,STL+125,8.5 -115,8.5 -105,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,10:00am,STL-130,ARI+120,ARI-145,STL+125,8.5 -115,8.5 -105,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,10:20am,STL-130,ARI+120,ARI-145,STL+125,8.5 -110,8.5 -110,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,10:25am,STL-130,ARI+120,ARI-145,STL+125,8.5 -105,8.5 -115,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,10:45am,STL-130,ARI+120,ARI-145,STL+125,8.5 -105,8.5 -115,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,11:00am,STL-130,ARI+120,ARI-145,STL+125,8.5 -105,8.5 -115,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,1:25pm,STL-130,ARI+120,ARI-145,STL+125,8.5 -105,8.5 -115,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,5:05pm,STL-130,ARI+120,ARI-145,STL+125,8.5 -105,8.5 -115,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,6:00pm,STL-130,ARI+120,ARI-145,STL+125,8.5 -110,8.5 -110,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,6:05pm,STL-130,ARI+120,ARI-145,STL+125,8.5 -105,8.5 -115,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,6:15pm,STL-130,ARI+120,ARI-145,STL+125,8.5 -110,8.5 -110,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,6:45pm,STL-130,ARI+120,ARI-145,STL+125,8.5 -105,8.5 -115,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,7:00pm,STL-130,ARI+120,ARI-145,STL+125,8.5 -110,8.5 -110,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,7:05pm,STL-130,ARI+120,ARI-145,STL+125,8.5 -105,8.5 -115,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,7:10pm,STL-130,ARI+120,ARI-145,STL+125,8.5 -110,8.5 -110,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,8:30pm,STL-130,ARI+120,ARI-145,STL+125,8.5 -105,8.5 -115,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,8:50pm,STL-130,ARI+120,ARI-145,STL+125,8.5 -110,8.5 -110,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,9:15pm,STL-130,ARI+120,ARI-145,STL+125,8.5 -110,8.5 -110,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,9:35pm,STL-130,ARI+120,ARI-145,STL+125,8.5 -105,8.5 -115,STL-135,ARI+115,STL-130,ARI+110,0300.csv
26-Apr,9:40pm,STL-130,ARI+120,ARI-145,STL+125,8.5 -110,8.5 -110,STL-135,ARI+115,STL-130,ARI+110,0300.csv
25-Apr,1:40pm,LAA-105,KAN-105,,,7.5 -105,7.5 -115,,,,,0301.csv
25-Apr,2:00pm,KAN-108,LAA-102,,,7.5 -110,7.5 -110,,,,,0301.csv
25-Apr,2:05pm,KAN-108,LAA-102,LAA-170,KAN+150,7.5 -110,7.5 -110,,,,,0301.csv
25-Apr,2:15pm,KAN-113,LAA+103,LAA-165,KAN+145,7.5 -110,7.5 -110,,,,,0301.csv
25-Apr,2:25pm,KAN-108,LAA-102,LAA-165,KAN+145,7.5 -115,7.5 -105,,,,,0301.csv
25-Apr,3:25pm,KAN-113,LAA+103,LAA-160,KAN+140,7.5 -115,7.5 -105,,,,,0301.csv
25-Apr,7:20pm,KAN-115,LAA+105,LAA-160,KAN+140,7.5 -115,7.5 -105,,,,,0301.csv
25-Apr,10:50pm,KAN-115,LAA+105,LAA-150,KAN+130,7.5 -115,7.5 -105,,,,,0301.csv
25-Apr,10:55pm,KAN-125,LAA+115,LAA-150,KAN+130,7.5 -115,7.5 -105,,,,,0301.csv
25-Apr,11:20pm,KAN-125,LAA+115,LAA-150,KAN+130,7.5 -105,7.5 -115,,,,,0301.csv
25-Apr,11:25pm,KAN-125,LAA+115,LAA-150,KAN+130,7.5 -115,7.5 -105,,,,,0301.csv
26-Apr,2:05am,KAN-125,LAA+115,LAA-155,KAN+135,7.5 -115,7.5 -105,,,,,0301.csv
26-Apr,2:15am,KAN-125,LAA+115,LAA-150,KAN+130,7.5 -105,7.5 -115,,,,,0301.csv
26-Apr,7:20am,KAN-125,LAA+115,LAA-150,KAN+130,7.5 -105,7.5 -115,KAN-125,LAA+105,,,0301.csv
26-Apr,8:10am,KAN-125,LAA+115,LAA-150,KAN+130,7.5 -105,7.5 -115,KAN-125,LAA+105,,,0301.csv
26-Apr,9:00am,KAN-125,LAA+115,LAA-150,KAN+130,7.5 -105,7.5 -115,KAN-125,LAA+105,,,0301.csv
26-Apr,9:20am,KAN-125,LAA+115,LAA-150,KAN+130,7.5 -105,7.5 -115,KAN-125,LAA+105,KAN-135,LAA+105,0301.csv
26-Apr,9:35am,KAN-125,LAA+115,LAA-150,KAN+130,7.5 -105,7.5 -115,KAN-115,LAA-105,KAN-135,LAA+105,0301.csv
26-Apr,9:40am,KAN-115,LAA+105,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-115,LAA-105,KAN-135,LAA+105,0301.csv
26-Apr,9:50am,KAN-115,LAA+105,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-115,LAA-105,KAN-120,LAA+100,0301.csv
26-Apr,10:00am,KAN-115,LAA+105,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-120,LAA+100,0301.csv
26-Apr,10:05am,KAN-115,LAA+105,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-120,LAA+100,0301.csv
26-Apr,10:40am,KAN-115,LAA+105,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-120,LAA+100,0301.csv
26-Apr,10:45am,KAN-115,LAA+105,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-130,LAA+100,0301.csv
26-Apr,10:50am,KAN-116,LAA+106,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-130,LAA+100,0301.csv
26-Apr,10:50am,KAN-116,LAA+106,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,11:30am,KAN-116,LAA+106,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,12:05pm,KAN-118,LAA+108,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,1:30pm,KAN-118,LAA+108,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,2:10pm,KAN-120,LAA+110,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,2:40pm,KAN-120,LAA+110,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-125,LAA+105,KAN-135,LAA+115,0301.csv
26-Apr,3:20pm,KAN-120,LAA+110,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,3:25pm,KAN-115,LAA+105,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,3:35pm,KAN-115,LAA+105,LAA-160,KAN+140,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,3:35pm,KAN-115,LAA+105,LAA-160,KAN+140,7.5 -105,7.5 -115,KAN-115,LAA-105,KAN-135,LAA+115,0301.csv
26-Apr,4:15pm,KAN-115,LAA+105,LAA-160,KAN+140,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,5:20pm,KAN-115,LAA+105,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,5:25pm,KAN-115,LAA+105,LAA-155,KAN+135,7.5 +100,7.5 -120,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,5:30pm,KAN-115,LAA+105,LAA-160,KAN+140,7.5 +100,7.5 -120,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,5:35pm,KAN-115,LAA+105,LAA-155,KAN+135,7.5 +100,7.5 -120,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,5:40pm,KAN-119,LAA+109,LAA-155,KAN+135,7.5 +100,7.5 -120,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,5:50pm,KAN-120,LAA+110,LAA-155,KAN+135,7.5 +100,7.5 -120,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,6:45pm,KAN-118,LAA+108,LAA-155,KAN+135,7.5 +100,7.5 -120,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,7:10pm,KAN-118,LAA+108,LAA-155,KAN+135,7.5 +100,7.5 -120,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,7:20pm,KAN-118,LAA+108,LAA-155,KAN+135,7.5 +100,7.5 -120,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,7:30pm,KAN-118,LAA+108,LAA-155,KAN+135,7.5 +100,7.5 -120,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,7:40pm,KAN-118,LAA+108,LAA-155,KAN+135,7.5 +100,7.5 -120,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,7:55pm,KAN-118,LAA+108,LAA-155,KAN+135,7.5 +100,7.5 -120,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,8:00pm,KAN-118,LAA+108,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,8:05pm,KAN-118,LAA+108,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,8:15pm,KAN-118,LAA+108,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,9:05pm,KAN-118,LAA+108,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,9:10pm,KAN-120,LAA+110,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,9:15pm,KAN-120,LAA+110,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,9:35pm,KAN-118,LAA+108,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,9:55pm,KAN-123,LAA+113,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-120,LAA+100,KAN-135,LAA+115,0301.csv
26-Apr,9:55pm,KAN-123,LAA+113,LAA-155,KAN+135,7.5 -105,7.5 -115,KAN-125,LAA+105,KAN-135,LAA+115,0301.csv
26-Apr,10:00pm,KAN-128,LAA+118,LAA-150,KAN+130,7.5 -105,7.5 -115,KAN-125,LAA+105,KAN-135,LAA+115,0301.csv
26-Apr,10:00pm,KAN-128,LAA+118,LAA-150,KAN+130,7.5 -105,7.5 -115,KAN-135,LAA+115,KAN-135,LAA+115,0301.csv
26-Apr,10:05pm,KAN-124,LAA+114,LAA-150,KAN+130,7.5 +100,7.5 -120,KAN-130,LAA+110,KAN-135,LAA+115,0301.csv
26-Apr,10:05pm,KAN-124,LAA+114,LAA-150,KAN+130,7.5 +100,7.5 -120,KAN-135,LAA+115,KAN-135,LAA+115,0301.csv
25-Apr,1:40pm,HOU-145,SEA+135,,,7 -105,7 -115,,,,,0302.csv
25-Apr,1:50pm,HOU-135,SEA+125,,,7 -105,7 -115,,,,,0302.csv
25-Apr,2:00pm,HOU-140,SEA+130,,,7.5 -105,7.5 -115,,,,,0302.csv
25-Apr,2:05pm,HOU-140,SEA+130,SEA-140,HOU+120,7.5 -105,7.5 -115,,,,,0302.csv
25-Apr,2:20pm,HOU-140,SEA+130,SEA-140,HOU+120,7.5 +105,7.5 -125,,,,,0302.csv
25-Apr,2:25pm,HOU-135,SEA+125,SEA-140,HOU+120,7.5 +100,7.5 -120,,,,,0302.csv
25-Apr,2:55pm,HOU-132,SEA+122,SEA-140,HOU+120,7.5 +100,7.5 -120,,,,,0302.csv
25-Apr,3:05pm,HOU-130,SEA+120,SEA-140,HOU+120,7.5 +100,7.5 -120,,,,,0302.csv
25-Apr,6:30pm,HOU-137,SEA+127,SEA-140,HOU+120,7.5 +100,7.5 -120,,,,,0302.csv
25-Apr,7:05pm,HOU-135,SEA+125,SEA-140,HOU+120,7.5 +100,7.5 -120,,,,,0302.csv
25-Apr,8:40pm,HOU-137,SEA+127,SEA-140,HOU+120,7.5 +100,7.5 -120,,,,,0302.csv
25-Apr,8:45pm,HOU-126,SEA+116,SEA-150,HOU+130,7.5 +100,7.5 -120,,,,,0302.csv
25-Apr,8:50pm,HOU-130,SEA+120,SEA-150,HOU+130,7.5 +100,7.5 -120,,,,,0302.csv
25-Apr,10:35pm,HOU-130,SEA+120,SEA-150,HOU+130,7.5 +100,7.5 -120,HOU-135,SEA+115,,,0302.csv
25-Apr,10:35pm,HOU-130,SEA+120,SEA-150,HOU+130,7.5 +100,7.5 -120,HOU-135,SEA+115,HOU-140,SEA+110,0302.csv
25-Apr,10:40pm,HOU-130,SEA+120,SEA-150,HOU+130,7.5 +100,7.5 -120,HOU-135,SEA+115,HOU-140,SEA+110,0302.csv
26-Apr,1:25am,HOU-130,SEA+120,SEA-150,HOU+130,7.5 +110,7.5 -130,HOU-135,SEA+115,HOU-140,SEA+110,0302.csv
26-Apr,2:05am,HOU-130,SEA+120,SEA-150,HOU+130,7.5 +100,7.5 -120,HOU-135,SEA+115,HOU-140,SEA+110,0302.csv
26-Apr,2:15am,HOU-130,SEA+120,SEA-150,HOU+130,7.5 +110,7.5 -130,HOU-135,SEA+115,HOU-140,SEA+110,0302.csv
26-Apr,7:20am,HOU-130,SEA+120,SEA-150,HOU+130,7.5 +110,7.5 -130,HOU-135,SEA+115,HOU-140,SEA+110,0302.csv
26-Apr,8:10am,HOU-130,SEA+120,SEA-150,HOU+130,7.5 +110,7.5 -130,HOU-130,SEA+110,HOU-140,SEA+110,0302.csv
26-Apr,8:35am,HOU-130,SEA+120,SEA-140,HOU+120,7.5 +100,7.5 -120,HOU-130,SEA+110,HOU-140,SEA+110,0302.csv
26-Apr,8:35am,HOU-130,SEA+120,SEA-140,HOU+120,7.5 +100,7.5 -120,HOU-140,SEA+120,HOU-140,SEA+110,0302.csv
26-Apr,9:00am,HOU-130,SEA+120,SEA-145,HOU+125,7.5 +100,7.5 -120,HOU-140,SEA+120,HOU-140,SEA+110,0302.csv
26-Apr,9:05am,HOU-130,SEA+120,SEA-140,HOU+120,7.5 +100,7.5 -120,HOU-140,SEA+120,HOU-140,SEA+110,0302.csv
26-Apr,9:20am,HOU-130,SEA+120,SEA-140,HOU+120,7.5 +100,7.5 -120,HOU-140,SEA+120,HOU-140,SEA+110,0302.csv
26-Apr,9:20am,HOU-130,SEA+120,SEA-140,HOU+120,7.5 +100,7.5 -120,HOU-140,SEA+120,HOU-145,SEA+115,0302.csv
26-Apr,9:30am,HOU-134,SEA+124,SEA-140,HOU+120,7 -115,7 -105,HOU-140,SEA+120,HOU-145,SEA+115,0302.csv
26-Apr,9:35am,HOU-135,SEA+125,SEA-140,HOU+120,7 -115,7 -105,HOU-140,SEA+120,HOU-145,SEA+115,0302.csv
26-Apr,9:40am,HOU-135,SEA+125,SEA-140,HOU+120,7 -115,7 -105,HOU-140,SEA+120,HOU-145,SEA+115,0302.csv
26-Apr,9:50am,HOU-135,SEA+125,SEA-140,HOU+120,7 -115,7 -105,HOU-140,SEA+120,HOU-140,SEA+120,0302.csv
26-Apr,10:00am,HOU-135,SEA+125,SEA-140,HOU+120,7 -115,7 -105,HOU-145,SEA+125,HOU-140,SEA+120,0302.csv
26-Apr,10:40am,HOU-135,SEA+125,SEA-140,HOU+120,7 -115,7 -105,HOU-145,SEA+125,HOU-140,SEA+120,0302.csv
26-Apr,11:00am,HOU-135,SEA+125,SEA-140,HOU+120,7 +100,7 -120,HOU-145,SEA+125,HOU-140,SEA+120,0302.csv
26-Apr,11:05am,HOU-135,SEA+125,SEA-140,HOU+120,7 -105,7 -115,HOU-145,SEA+125,HOU-140,SEA+120,0302.csv
26-Apr,11:25am,HOU-135,SEA+125,SEA-140,HOU+120,7 -105,7 -115,HOU-145,SEA+125,HOU-140,SEA+120,0302.csv
26-Apr,11:30am,HOU-135,SEA+125,SEA-140,HOU+120,7 -105,7 -115,HOU-145,SEA+125,HOU-140,SEA+120,0302.csv
26-Apr,11:40am,HOU-135,SEA+125,SEA-140,HOU+120,7 -105,7 -115,HOU-145,SEA+125,HOU-140,SEA+120,0302.csv
26-Apr,2:05pm,HOU-135,SEA+125,SEA-140,HOU+120,7 +100,7 -120,HOU-145,SEA+125,HOU-140,SEA+120,0302.csv
26-Apr,5:50pm,HOU-135,SEA+125,SEA-140,HOU+120,7 +100,7 -120,HOU-145,SEA+125,HOU-140,SEA+120,0302.csv
26-Apr,7:15pm,HOU-135,SEA+125,SEA-140,HOU+120,7 +100,7 -120,HOU-140,SEA+120,HOU-140,SEA+120,0302.csv
26-Apr,7:40pm,HOU-131,SEA+121,SEA-140,HOU+120,7 +100,7 -120,HOU-140,SEA+120,HOU-140,SEA+120,0302.csv
26-Apr,8:00pm,HOU-135,SEA+125,SEA-140,HOU+120,7 +100,7 -120,HOU-140,SEA+120,HOU-140,SEA+120,0302.csv
26-Apr,8:15pm,HOU-135,SEA+125,SEA-140,HOU+120,7 +100,7 -120,HOU-145,SEA+125,HOU-140,SEA+120,0302.csv
26-Apr,8:20pm,HOU-135,SEA+125,SEA-140,HOU+120,7 +105,7 -125,HOU-145,SEA+125,HOU-140,SEA+120,0302.csv
26-Apr,9:05pm,HOU-135,SEA+125,SEA-140,HOU+120,7 +105,7 -125,HOU-140,SEA+120,HOU-140,SEA+120,0302.csv
26-Apr,9:40pm,HOU-135,SEA+125,SEA-140,HOU+120,7 +105,7 -125,HOU-145,SEA+125,HOU-140,SEA+120,0302.csv
26-Apr,9:50pm,HOU-135,SEA+125,SEA-140,HOU+120,7 +105,7 -125,HOU-140,SEA+120,HOU-140,SEA+120,0302.csv
26-Apr,9:55pm,HOU-135,SEA+125,SEA-140,HOU+120,7 +105,7 -125,HOU-140,SEA+120,HOU-140,SEA+120,0302.csv
26-Apr,10:00pm,HOU-152,SEA+142,SEA-130,HOU+110,7 +105,7 -125,HOU-140,SEA+120,HOU-140,SEA+120,0302.csv
26-Apr,10:00pm,HOU-152,SEA+142,SEA-130,HOU+110,7 +105,7 -125,HOU-150,SEA+130,HOU-140,SEA+120,0302.csv
26-Apr,10:05pm,HOU-152,SEA+142,SEA-130,HOU+110,7 +105,7 -125,HOU-150,SEA+130,HOU-140,SEA+120,0302.csv
